gcid,weight_mg,gcid2,expID,batchID,samplename,genotype,genotype2,modelpred,model,pred,leafcolor,leafshape,rootshape,AGI,aerialpart_weight
MeKO_09_65_1,0.055556,MeKO_09_65_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_1,col0,col-0,pred,nodata,MeKO_09_65_1    ,normal,normal,normal,noinfo,31.5
MeKO_09_66_1,0.055556,MeKO_09_66_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_2,col0,col-0,pred,nodata,MeKO_09_66_1    ,normal,normal,normal,noinfo,31.8
MeKO_09_67_1,0.055556,MeKO_09_67_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_3,col0,col-0,pred,nodata,MeKO_09_67_1    ,normal,normal,normal,noinfo,33.1
MeKO_09_68_1,0.055556,MeKO_09_68_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_4,col0,col-0,pred,nodata,MeKO_09_68_1    ,normal,normal,normal,noinfo,31.8
MeKO_09_69_1,0.055556,MeKO_09_69_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_6,col0,col-0,pred,nodata,MeKO_09_69_1    ,normal,normal,normal,noinfo,33.4
MeKO_09_70_1,0.055556,MeKO_09_70_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_7,col0,col-0,pred,nodata,MeKO_09_70_1    ,normal,normal,normal,noinfo,36.6
MeKO_09_71_1,0.055556,MeKO_09_71_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_9,col0,col-0,pred,nodata,MeKO_09_71_1    ,normal,normal,normal,noinfo,25.8
MeKO_09_72_1,0.055556,MeKO_09_72_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_01_09,col_Jun08_2_10,col0,col-0,pred,nodata,MeKO_09_72_1    ,normal,normal,normal,noinfo,35.7
STDs_1_1_1,0.055556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_1_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_1_3_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_2_1_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_2_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_2_3_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_3_1_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_3_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
