gcid,weight_mg,gcid2,expID,batchID,samplename,genotype,genotype2,modelpred,model,pred,leafcolor,leafshape,rootshape,AGI,aerialpart_weight
MeKO_07_44_1,0.055556,MeKO_07_44_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_06_07,Col_Jun08_05,col0,col-0,pred,nodata,MeKO_07_44_1    ,normal,normal,normal,noinfo,27.6
MeKO_07_45_1,0.055556,MeKO_07_45_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_06_07,Col_Jun08_06,col0,col-0,pred,nodata,MeKO_07_45_1    ,normal,normal,normal,noinfo,24.7
MeKO_07_46_1,0.055556,MeKO_07_46_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_06_07,Col_Jun08_07,col0,col-0,pred,nodata,MeKO_07_46_1    ,normal,normal,normal,noinfo,21.1
MeKO_07_47_1,0.055556,MeKO_07_47_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_06_07,Col_Jun08_09,col0,col-0,pred,nodata,MeKO_07_47_1    ,normal,normal,normal,noinfo,19.6
MeKO_07_48_1,0.055556,MeKO_07_48_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_06_07,Col_Jun08_10,col0,col-0,pred,nodata,MeKO_07_48_1    ,normal,normal,normal,noinfo,33.6
STDs_1_1_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_1_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_1_3_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_2_1_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_2_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_2_3_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_3_1_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_3_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_3_3_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E1_1_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E1_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E1_3_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E2_1_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E2_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E2_3_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E3_1_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E3_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E3_3_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
