Marked_peaks	Numbering for matrix	Numbering for unique peaks	IIS_I_A_or_U	I_A_M_or_P	final annotation	RI	Win	fData::lineno	fData::query	fData::known	mto_001_1	mto_002_1	mto_003_2	mto_004_1	mto_005_1	mto_006_1	mto_007_1	mto_008_1	mto_010_1	mto_011_1	mto_012_1	mto_013_1	mto_014_1	mto_014_2	mto_015_1	mto_016_1	mto_017_1	mto_018_1	mto_019_1	mto_020_1	mto_021_1	mto_022_1	mto_023_1	mto_024_1	mto_025_1	mto_026_1	mto_027_1	mto_028_1	mto_029_2	mto_030_1	mto_031_1	mto_032_1	mto_033_1	mto_034_2	mto_035_1	mto_036_1	mto_037_1	mto_038_1	mto_039_1	mto_040_1	mto_041_1	mto_042_1	mto_043_1	mto_044_1	mto_045_1	mto_046_1	mto_047_1	mto_048_1	mto_049_1	mto_050_1	mto_051_1	mto_053_1	mto_054_1	mto_056_1	mto_057_1	mto_058_1	mto_059_1	mto_060_1
Marked	090711_mto_mto1tt4_ID001	090711_mto_mto1tt4_cmb_ID001	A2		Silane, trimethyl(1-methylethoxy)-	1013.6	249.11  Win001_C01	2	Silane, trimethyl(1-methylethoxy)-	TRUE	0.360848839603752	0.886247101992002	0.835198527755215	0.273097470612073	0.657274469699322	0.373258748113079	0.427049845466195	0.439438626723224	1.12007411221575	0.755129335827333	0.261388886172528	0.322281609708218	0.70049511662697	0.695247879917112	0.199274108312493	0.899802118092002	0.192940155933195	0.584817108044866	0.254996357809604	0.389602761946562	0.635930776143424	0.184153434389876	0.873598454115667	0.350314377868623	0.287639698837483	0.237572014330495	0.882651820020316	0.283880608792575	0.754299464599609	0.565054992719274	0.537410873050576	0.735072704940766	0.548841480537025	0.741321379233615	0.288702051369536	0.62087694773805	0.529846085910924	0.463915750189758	0.989314122862571	0.390385560783763	0.338054794341647	0.283091505918955	0.259365712785508	0.356410069512529	0.301480526908921	0.677037962686274	0.46915983508036	0.176471208817178	0.313741077915972	0.46484480118777	0.639841566882983	0.934602684384019	0.820809714058611	0.778570567932713	0.485853436653025	0.376675917391114	0.559015280135823	1.0829410592849
Marked	090711_mto_mto1tt4_ID002	090711_mto_mto1tt4_cmb_ID002	A2		Tetrasiloxane, decamethyl-	1019	251.2  Win001_C02	3	Tetrasiloxane, decamethyl-	TRUE	0.498985721233258	0.188544847356679	0.360552368012858	0.39561353771798	0.363871006384461	0.230639299215677	0.30189919163522	0.341850360239536	0.283051451657623	0.22522436301257	0.367564912875442	0.315809761756045	0.577427788900891	0.432471458748297	0.354729553709658	0.254655023831598	0.232459605777471	0.392673393085041	0.34777334613308	0.194833417161359	0.389692613262165	0.21092858154305	0.120670510632129	0.167607480457708	0.0878006522127671	0.27171734566773	0.398955027363909	0.314292618932542	0.220994887707407	0.396652724850513	0.473930913860953	0.487794333233115	0.189745224380137	0.202908480673484	0.46494109766347	0.370215668958821	0.509077803404271	0.501563499365166	0.329328689043699	0.265742979543106	0.353818996271442	0.356018225871871	0.326427933840903	0.210461476548376	0.291017932471494	0.0189999567359596	0.366011340094939	0.396341508444661	0.28744330944613	0.385359346726674	0.0847487654513974	0.0622946896376851	0.212021252117891	0.42634112498251	0.33238675273011	0.542818762821198	0.534743372077837	0.524534859468777
unclassified	090711_mto_mto1tt4_ID003	090711_mto_mto1tt4_cmb_ID003	U			1024.6	253.36  Win002_C01	4		FALSE	0.262496659233004	0.350926667236169	0.377842785042421	0.256961449675109	0.328854080242778	0.267022508375405	0.667268542947982	0.276841549185952	0.518816317010162	0.35476613911476	0.239205996855541	0.252742928526814	0.381431883612566	0.458413423865215	0.199514149398595	0.744944719677508	0.17973181998704	0.359088254187214	0.230331915730677	0.208216000794497	0.356774646725999	0.239661691924975	0.530226638119012	0.422702051575498	0.250365514567355	0.2333058288687	0.480045795317587	0.230729623894024	0.371626235699975	0.298415590048641	0.32440402273721	0.57587580378639	0.512734227362765	0.327735798325561	0.313092486137174	0.337890436988084	0.291428064293035	0.39585570973697	0.411925902469918	0.292192469374856	0.262027482059174	0.289545292182177	0.230005775794172	0.307130193035606	0.255619431213463	0.443076093398008	0.229240008504537	0.173010844234009	0.298261410532214	0.263072426112374	0.393336787240789	0.512213206531184	0.431814378647478	0.430253144385193	0.357799928880802	0.287054037647219	0.321427452004702	0.577706737698432
unclassified	090711_mto_mto1tt4_ID004	090711_mto_mto1tt4_cmb_ID004	U			1026.6	254.19  Win002_C02	5		FALSE	0.125283143694603	0.197781720150269	0.214856586474096	0.163054611240825	0.154348443371741	0.175305508220149	0.151669275486992	0.18636937807997	0.293843492956259	0.18072367974724	0.0990721997850815	0.166771660569287	0.167892217788042	0.20248449201729	0.182502865606764	0.177955873764004	0.169627516147238	0.127429968221741	0.172302755667935	0.16397295718577	0.176041556858353	0.144280037690792	0.200638603239466	0.151247630781709	0.154887347287184	0.171264420034379	0.267669545742391	0.213279608605163	0.237614014540016	0.148028627195836	0.173870864305495	0.246712021311556	0.174722797750507	0.305367291877208	0.149797555009164	0.193239889340437	0.184772667992125	0.169739861054975	0.325991766941102	0.183438845023226	0.0964157526658207	0.164644635187317	0.104072459963245	0.109218135470896	0.160573416906981	0.133281416484807	0.14568400089319	0.114048552713063	0.184855608268866	0.172465550039438	0.203982265971717	0.294695335804418	0.18851109670132	0.202496074376953	0.136193263277992	0.171150824904573	0.207428496800313	0.365191317189694
unclassified	090711_mto_mto1tt4_ID005	090711_mto_mto1tt4_cmb_ID005	U			1028.9	255.06  Win002_C03	6		FALSE	0.347050924242358	0.369464978554244	0.527526471662136	0.312043953758428	0.379930875678266	0.309163282522853	0.298693224901005	0.317175511508951	0.596129793198752	0.461212577897093	0.413915808024999	0.393875256536094	0.421844563660112	0.464114306993092	0.282552548529237	0.305193532181847	0.338503584791288	0.462416774840653	0.283541704872954	0.342774397959936	0.366342451641723	0.282723771596597	0.268407658685012	0.331662207467054	0.328624210005088	0.343671983374766	0.584086219992089	0.245401012023949	0.504692245488301	0.398247668618521	0.42866637516397	0.67044932795417	0.242541532903774	0.394502906626366	0.280280277146958	0.409653833115	0.306265334858657	0.256010579693462	0.28777707409753	0.326388289707343	0.410326341290346	0.27414506934408	0.349741139406668	0.328486996301083	0.324930289091732	0.33012374521706	0.337828842987657	0.306631556626018	0.232179814126218	0.360260752563448	0.41424558175265	0.38829121948301	0.297349760495325	0.39125343977861	0.443908188382943	0.307335236481478	0.373946715423795	0.473222327493727
unclassified	090711_mto_mto1tt4_ID006	090711_mto_mto1tt4_cmb_ID006	U			1035.1	257.51  Win003_C01	7		FALSE	5.74995728199579	5.67385962019457	7.34630812350076	5.83520311776547	8.15394580972621	4.78874151002336	7.00467193160604	5.12403019930135	8.38991123257769	5.66148200734631	5.94380392655395	5.91113678950656	7.63420349722726	7.81243210443761	4.15507305436465	7.85997455512308	4.98176355009302	6.66884917045023	4.13634598657256	3.68934615208006	6.77028187815791	3.78006391351397	6.68102398139596	6.34071635881865	4.17528486696442	5.53677339878058	10.4316199397195	5.10299563034494	7.14119674613336	8.10242587601078	9.01414720886168	9.34924474960554	5.71841412232569	6.84910576040498	6.54248058108834	7.07452779254262	8.11612120477468	6.55193907675211	10.4611912602913	5.76587440931847	5.21319600284702	4.57564927490496	4.95056340246784	5.21354442036447	4.43187907923721	8.78335682671343	5.79588256473758	3.93582395184185	5.27908801223329	5.79888878578388	6.43871472957542	7.77226825036397	6.41757796975338	11.0403717292953	6.97469739786668	7.83182315463783	8.85523834399896	11.8450373318942
unclassified	090711_mto_mto1tt4_ID007	090711_mto_mto1tt4_cmb_ID007	U			1041.5	259.97  Win003_C02	8		FALSE	34.8281772337135	32.1838017494333	42.4764303588338	31.6129921750491	35.9760471802335	33.4546418730979	32.8767276968033	33.9789411920654	41.6459636568481	35.4186575047732	34.5518254488243	34.3963183724458	35.6864393182712	37.7070836419749	33.3264586682744	36.2855840273155	36.1232948725988	37.1437963179963	34.8067579792656	33.8377003997048	31.1835448785055	30.4285011267029	30.4502001042834	31.7664565086271	29.8772066385454	36.169216904575	49.7989063721603	34.2472425799706	44.8585507343209	35.607947454844	39.2346480104941	54.4354430468253	30.076255094374	38.8064001409273	32.1186122618904	32.9476982894643	34.8759065627513	34.7503948777112	37.133889170361	31.4296238700551	32.9859673027489	32.1753335069315	32.7627618797585	32.5323318984589	32.4024975060688	32.5801144384177	33.1735865747977	30.8746978774672	33.2486377645757	34.375262144481	35.0254584243334	34.589389247079	32.4020321291861	36.8783008271016	39.7799024184297	33.9293499730429	37.0287854251012	43.7947676425117
Marked	090711_mto_mto1tt4_ID008	090711_mto_mto1tt4_cmb_ID008	I		Lactic acid, DL- (2TMS)	1050.9	263.69  Win004_C01	9	Lactic acid, DL- (2TMS)	TRUE	16.4685277842281	26.3302606667554	24.4690380603244	16.9297594906725	21.4136478386448	12.0084043987946	26.252160147572	13.7292053287381	28.3388204539153	19.4850941549316	18.0516293275703	21.9523387168734	18.7263717962045	20.3618158705835	20.9196336861379	23.8870306686326	12.6761292615121	22.0658139035044	16.9301703479598	8.19688159745248	25.0598554026734	18.7867061289494	37.3041607877574	27.9406342201899	20.8098181558923	18.298265317011	24.3403403635769	11.8568972489914	20.5684539220609	19.3553552064938	16.5002594373998	23.3018927290398	16.9102555345583	15.1723439368794	16.5454315670197	19.1501552749539	21.2936857451158	19.6211631950605	29.9591374287524	21.9739197174761	22.0661519675596	15.155120290948	14.4625255972696	17.3996739450696	21.0946442615751	24.9745315661482	19.8868191429008	15.1808198743086	21.3363308686299	22.5245093490465	38.0278136319177	28.6950907852863	24.384762691656	28.548338606365	12.4642512945327	18.6304298315573	17.7432414783858	28.6033980768673
unclassified	090711_mto_mto1tt4_ID009	090711_mto_mto1tt4_cmb_ID009	U			1054	264.92  Win004_C02	10		FALSE	3.90811904960108	4.34535414800055	4.832318086358	3.05727457976275	3.72853840659121	2.21916812725752	3.96450467148818	2.87682653920529	6.74374777201252	4.03151500760799	4.31133081037737	3.37818417060766	4.69256104781231	6.62263261317713	2.1182453554841	4.88822531173037	1.18512050333396	4.50733741419445	2.08788385152158	3.68386369242697	4.98418134053641	2.10378865884763	5.31303398774859	4.339014302088	3.64467882086026	2.13961667721415	7.73481335529627	2.09959361221531	7.34172772497576	4.74267001270254	5.54175892727008	7.21497775384967	3.8132761093782	5.56785095079596	3.73657109677137	4.86307239328509	4.27501712742043	3.96052867309838	6.22853198226726	3.8249776770038	3.17019678860842	2.50217271985418	4.54039275400368	4.40006816765547	3.04538103522827	4.31822512795592	3.60913212054647	2.20373001982325	1.67297611754593	3.7315222938802	4.32417229043193	5.97578584188289	4.8826719936411	5.20495444722563	4.54530833187786	4.22955295894815	4.48034739454094	7.43235692714038
Marked	090711_mto_mto1tt4_ID010	090711_mto_mto1tt4_cmb_ID010	I		Glycolic acid (2TMS)	1067.3	270.13  Win005_C01	11	Glycolic acid (2TMS)	TRUE	1.73554707524064	1.79139408339508	2.11559918273841	1.68957946975868	2.04315833374003	0.911293656390467	1.61437940377	1.15520417472397	2.10581059135739	1.37543976119634	1.60419797272556	1.59229142500223	1.78892574832438	2.32755431310118	1.28372298142194	1.31297811250475	1.13590957546874	1.71039891004336	1.14062235864357	1.2308068527542	2.14604705727636	1.81898280313903	1.74702917431652	2.09573618034756	1.32800110167116	1.45174973824977	2.64004156120063	1.42785827719198	1.74764945570738	1.61520959196951	2.32583355196036	2.56057502045154	1.41133095026677	1.65160536636472	1.22858285376225	1.73817022487664	1.86763453277588	1.44029232634685	1.86738632045598	1.20502944628937	1.66810940584685	1.50699636121455	1.8367351010764	1.90233238097096	1.77494186501789	2.23307847795093	1.82529693761879	1.4695419342383	1.90063588399272	2.05629842713311	2.41524602391235	1.998996418732	2.3791808730939	2.48757307100325	1.37094315867246	1.9369542838639	1.56490662139219	2.18776030146101
